train_mask,val_mask,test_mask
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,False
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
False,False,True
